Row,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13
1000176,-0.0220092044584376,0.116189097445842,-1.64401530441981,1.56311707585066,-2.97317676081015,-2.49510377642287,-1.40741574756936,0.210484438282035,-2.06939191251229,-0.429224205817372,0.0923242081071294,-0.324993906097857,-1.4085406355651
1000223,-0.248022374422634,-0.391694835264751,-0.345629360056884,-0.917940380236714,1.51398973643551,-1.76883633537049,-0.54258753552562,-0.017909301690702,0.0710399131088986,1.20523614617846,0.0627821840817266,-0.69890539407261,1.40052877819568
1001086,-1.07035598843618,0.818453578348553,0.513143974431822,2.52548579155035,2.66654972336392,0.0407398166835828,-0.627068610517359,-0.365386726222979,0.393719768541688,0.151924578739793,-0.533789623630488,0.191402088266671,1.04728855980598
1002315,-0.326369832088745,-1.09537428732687,0.460982754935006,0.879809143844783,-0.605071094550818,0.0259775736049845,0.107365083055543,0.431107743503824,-0.255820942492967,0.33893699648665,-1.13275482330284,1.04138342205268,1.16702574538302
1003206,0.555133324957685,-0.711537090752055,0.677072940865042,2.55919916708588,-1.05106667206742,-1.03391112146183,-0.629172586919175,0.21396129371239,-0.522153645488501,-2.58306922228179,-0.113843935839165,1.56750176212825,1.20755663197655
1003313,-0.989224065631685,-0.272756922464473,1.60792108844089,1.33386223973928,0.810224719769469,-0.896902067544497,0.231900319180957,0.676925550053879,2.44284183065054,-1.37744562393377,-1.23798291499114,1.60441901768312,0.293957545681699
1005594,-1.09746682897129,0.702754450264364,-0.4184575711106,0.655095465569441,0.567255813912592,0.484017331822586,0.726277598811427,1.82663250336537,0.481953278029107,-1.48913099753067,0.88951622247975,-1.24995615807049,-0.130700971615637
1005874,2.28232231503786,-0.0383180493524765,-1.40393378566671,-1.21969802819702,2.5493603252027,-1.33450039830754,0.192565920517372,-0.462090179219845,1.13587261944222,-1.28635986097784,-0.594377685281166,-0.664818116706179,0.89664847566319
1009895,-1.26740630047357,0.424659292701093,-1.20133819777308,0.516269462528677,0.304452153002233,-0.924635891226444,-1.03387608759898,-0.87703026559204,-1.69588455442223,-1.0661660779073,0.0835636393865248,0.149644469921615,1.64271019835765
1012824,1.86151874674285,1.91427037231385,0.481077289185727,-0.196555178346883,1.04943979793201,0.755121602200967,-0.260783682919139,-1.68453373879825,2.11269731581803,0.101582704354821,-1.58768635394407,0.486736645905448,1.67739000960871
1013109,-2.45932477310711,-0.245766618987428,1.30876077482218,-1.00337913356861,-0.0802454745369471,-0.787920279403935,-1.13171383434471,0.678600469748941,-0.739865178296967,-1.05632811480497,-0.632854881635723,-1.59201037439817,-0.0908657044784371
1013955,1.23225654475037,-0.636801178816717,-0.608143089759104,0.492253752756659,-0.0491784285892989,-0.347699550608939,-1.25029014192937,-0.079699174365156,-0.424319092668127,1.71657499285213,0.503702939381017,1.10209728472154,1.28027427810681
1020724,-0.695119558317456,0.743718665052153,-0.182514089500114,-0.714881782010072,-0.931459715376604,0.830929442420144,-0.985411393607752,-0.656534020460818,-0.16647108606868,-0.0385774262357664,0.230808101413132,-1.76635730770075,-0.678258396070447
1027468,-1.19245205236562,1.24347587452278,0.519620557641264,0.656684837846334,-1.50295780417146,0.496596939659293,0.301306116636287,1.12439588745943,0.510930382601332,-0.196097360835146,2.15388972231714,2.38846375663917,-0.967680655846211
1028230,-0.268476287383697,-0.583165655901506,0.97546999399368,-1.34092975460264,0.448331192103338,0.266380036200955,-0.363544018793067,0.180014395377752,0.511873644738249,-1.86549526466954,1.48699760689286,1.58738145175479,0.576692092404804
1030701,-1.04677566259148,0.105953950132065,-0.219331913672419,-0.344919726210678,0.660600352459178,0.733475993278051,-0.978671500924082,-0.669718225737581,-0.110125144986849,-0.803995635965535,0.331564477688517,0.320879429258855,-0.945555235200572
1031213,0.260018881358535,0.819873137795941,0.265945924772784,1.51487938563891,-0.493322471643018,0.748578006623196,-1.30833687509074,1.93682791636644,-0.344612488890479,0.529277569115708,-0.531228241907032,-1.76680744875333,0.814823076687158
1033052,-0.55151093815208,2.22551629815098,1.39770762211885,2.06273152901194,-0.51815358565033,0.148137736475344,-0.195384367828774,-0.76609132499721,1.30953092179887,-0.999128740335765,-0.142115875456689,-0.6622956725399,-0.33205176676163
1033492,-1.31769167684858,-0.573537333142096,-0.339167412967011,2.69642970407071,2.2734815351742,-0.787407728577167,2.62853245878799,-1.36668107430282,0.3235399720779,-0.351663263346648,-1.02304413746522,1.26643492896159,0.94228184072813
1034169,1.17187988719894,-0.00140299356150388,-0.413286773093536,0.00586337879307575,-0.922487187757557,-1.33879281444712,-0.206210477121399,0.586985061459294,0.0260916767719253,-0.483023567980862,1.39195443433909,-0.0682226249566741,-0.272091856699849
1034796,0.223777429220613,-0.483323277911677,-0.424074588508552,0.321673744842826,1.11253600388295,-1.57852961878365,-1.12297526075152,0.219531996579704,-0.659347931263502,0.69292216957227,-0.354817583746313,-1.15100150889649,0.758858545844119
1037876,0.686125997244534,2.34051215299268,0.667323419716477,-0.384054962483248,-1.1746265907046,-0.224281787878789,-0.0219380582022179,-0.876754521191153,0.855578016466151,-1.10757506246758,0.415758581004632,-0.267026786179328,1.09976381758524
1039246,-0.797225918773342,1.19569746694683,-1.07877996055485,1.09455855078312,0.479597968159464,0.643853755151776,-0.429579534268603,-1.86289876945616,-0.324745947395757,1.06109395660345,1.90728513380669,1.97125768543889,-0.156676958036701
1041552,-1.88985670089565,0.91792400404201,2.04881567710076,-0.553553068214783,0.963260209324182,1.81216686896131,-0.399479436518506,-0.231322753253452,-1.73794770422242,0.753085622750435,1.61297642997147,1.34790298009642,1.52049524247754
1044889,-0.135188360997098,-1.41292434690906,-0.888632260614563,-0.866700402751265,-1.06972533697098,-1.35070157267287,-1.33035857955416,-0.884563970641151,-0.0127819741192721,-0.171843389931369,-0.0133399076609074,1.07949710120054,1.56571697853748
1046052,0.0792583738987885,-0.673268762117615,0.452184123167843,-0.214023380921921,0.217133067002408,-0.330992675529791,-0.521032429828999,-0.0611013634841471,-0.0488928682087023,0.683656722177291,-1.15338888199652,-0.863052594858115,-0.224212367089525
1046897,-0.872040640781809,-1.10216254975399,-0.0685144244675207,0.160530786183913,-0.93329514072686,0.737843281262442,0.568994386373344,0.453271144994806,1.73201707741019,-0.119093959690434,-0.126131744278798,1.49894225135358,0.860491090644021
1051967,-0.765749180436404,-0.491504530979829,-0.574026751170531,0.371921574499843,2.21985538204222,0.620604697576962,1.07205457292625,0.468940392300741,1.48547842995462,-1.53303775783323,1.23519038246998,-2.11317697321166,-1.4006707885128
1052430,-0.68874170123973,-0.88428196124526,-0.457111726901778,-0.577434271863805,0.949803148654267,0.576377130725218,-0.412854491365262,1.42843691870792,-1.64280396457952,1.4898737392645,-0.676164481011934,0.237049764226298,0.286109994630155
1053499,-1.58455164115971,-0.415570415696991,-0.420276334375882,0.187515551608198,-1.5002848150956,1.09696253764111,-0.320555567239763,1.26048919104571,-0.80417891408283,-1.77587318521055,0.169686260805879,1.1393236205826,1.57529480233273
1053524,0.374343404246189,-0.611274472778686,-0.147575143004732,-0.248860008188357,-0.72463981413057,0.0785371494046541,-1.80343843788041,0.0143306498656781,-1.22497608605236,0.87543326155627,0.106715138089219,-0.419470150151119,0.657883084190789
1053960,0.932935165923005,0.697814573564255,2.02936429852268,-0.679424645735695,-0.939392805280847,-0.126863805788689,0.268948298398149,-0.043187358098471,0.909586400367212,1.47434178996908,-0.671244328783664,0.363502951939433,1.18889190566672
1056414,-0.62889202748746,-0.0384117366566071,-0.190409255887168,-1.13202362515209,-0.683268179755528,0.757069060500735,-0.0390012110981154,0.28061188215817,-0.10252954735957,-0.340177315106148,-0.0408342763358267,0.364848620304412,-0.119422827351388
1058415,1.46545342181627,1.25449838385513,0.475951375651162,-0.676267611833244,1.55950224120097,-0.574798998147263,1.10880452937532,-0.00269166874635238,0.199435108183129,-0.0117428620765974,0.20437708432454,0.364236411760026,0.0241604450915977
1062054,-0.0224057295908425,1.12056202883242,-0.470764098722646,-0.697706277333431,0.779699580897051,0.509068868668894,0.656295973964335,0.246612659048696,-0.593141458407718,0.312312206227598,-1.12837805892347,-0.0580674365245797,0.881319437786038
1067963,1.54831839671489,1.56879131169123,-0.0689814712975769,0.586508887105992,0.188984110660738,1.46018679338407,0.320984100494952,0.534979115960976,2.57557484039434,-2.91341597541492,-0.338175707108944,-0.711352213459147,-0.382107019158642
1070484,0.898595744853629,-0.102114434781761,0.973577627966613,1.52564057458596,-0.00517739323996053,0.825839258911153,-0.526742748167457,1.68049499769566,0.302693444368235,-0.677529736953631,-0.72692352328795,-1.36234391986562,1.11312200715542
1071289,0.101465765834552,-1.41509626160966,-0.456627036994869,-1.0070295471415,1.0883781490816,-0.0249943668894978,0.952225635748915,-0.531869012357994,1.34697437880723,0.201286831595564,1.01924308858111,1.5413454492473,1.37980208004772
1071887,-1.17175355140733,-1.25226292975262,0.650796059055556,2.70503467855779,-0.244863670466242,-0.859781971671283,1.62198379751267,0.0934100060712864,0.810189543807258,-0.185919601429856,-0.774993147814317,-0.89612531811467,2.62317334627141
1074400,-1.29310204684074,-0.527222493063257,0.82352799869276,0.790353836400021,-0.857100767627609,-2.02880118464342,0.346426288859498,-1.2499315607879,-0.922937706359519,0.677673739600201,-2.20442348226527,-0.632647099727429,-0.716472751353579
1086812,-0.201950700466001,-1.43707939819205,-1.21943112103203,0.570230683012344,0.781368622266483,-0.324002897643247,-2.17519185696986,-0.175019781847165,0.409761741641436,1.97696811692221,-0.00909339210425357,0.933231867124971,-0.255354802183326
1087299,0.860644702159273,0.395565645085748,0.668759022477224,0.931062774893573,-0.0164876460193184,-1.08447315941832,-1.21473380330704,1.65374060412766,-3.49290602043552,1.22941612382008,-0.20963984089954,-0.401288345169774,-0.334912145132505
1087516,-0.190106402256273,2.00357297873278,0.134078060324056,-0.0426276740460864,0.863456742753786,0.113518719357239,-0.0371841202322347,-1.23127010449012,1.75007325582733,-0.0165012618342589,0.0325246056150404,0.99864566769049,1.21263361844741
1087763,-1.39184283929827,-1.03217235450037,0.505115936628233,-2.37720880340321,0.516012592498821,1.03010669157987,1.03585419301135,1.66048622823009,-0.988118628599819,0.883341742585659,-0.796938116361545,0.447218323124223,-0.337379523149991
1089787,0.755948973081833,0.219550511827168,0.682236941985148,0.0494749432499901,1.56839022863554,0.465170869531208,-0.54982288274456,0.445495262564277,0.529476960852874,-0.681522551426632,-0.492292906198057,0.275251504657452,-0.016800992670852
1089927,0.439056995809906,0.794582727097299,0.155163034236475,1.48983208828008,1.74166842096703,0.256127745627304,1.98103790769611,2.79360804803427,-0.0613470337491388,-0.083519902414602,1.16074293741381,-1.25115186315497,-0.795092519596957
1095358,0.463165650897608,2.81470940077495,-0.585916292123306,0.297596512465821,-0.586503677002692,-1.56297506850013,-0.976639246379033,0.41198235449686,-0.565722576249835,-1.29605460154265,-0.214486689068142,1.36125947378416,-1.75243503041986
