Row,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13
1070484,3.33967613987619e-05,-3.47100496805199e-06,9.55516925827704e-06,-5.54480428123618e-06,5.475265424188e-06,-5.30123548037695e-06,-3.33960381927379e-06,6.38455583416954e-07,-1.0884653389536e-05,6.46340931643152e-06,1.04243169146815e-05,-4.51486433859729e-06,2.34837868466522e-06
1071289,5.91014318172685e-06,-4.61131609964727e-06,-1.40822020075839e-06,1.5842176234167e-08,9.22825713725625e-06,3.6578311945231e-06,7.61308768729232e-06,8.11317439855428e-06,2.44521614698998e-07,-7.80823116163032e-06,-1.6204455060636e-06,2.44488032667591e-06,-4.77797964213871e-06
1071887,-2.70352157642224e-05,7.01525818450814e-06,2.49533470981035e-06,-1.11389656727972e-05,-3.12045855665748e-06,4.08508548502487e-06,-1.34575143266213e-05,1.27635422100896e-05,3.67254307788014e-06,4.25652763810082e-06,3.39993567701086e-06,-1.42871098346623e-05,-4.60392845016909e-06
1074400,5.66484705487476e-06,7.30515963930197e-07,-4.57376265997655e-06,-1.63111030597584e-05,2.21879699898201e-06,-3.2014011205804e-06,4.17041028207515e-06,5.942893442134e-06,-4.95451666557709e-06,7.52898179231099e-06,-5.91664699568762e-06,-3.43144194911553e-06,5.84964339675303e-06
1086812,5.94536447930478e-06,1.08500855956571e-05,6.07872863966128e-06,-1.56665901180715e-06,2.26920917958103e-06,-1.37971520288279e-06,-4.07923575018628e-06,6.4412273031966e-06,-5.2137090730937e-06,-9.23909488202035e-06,-3.40791188904206e-07,-1.0715311591855e-07,-1.12382437737817e-05
1087299,1.61588904341157e-05,2.07494075189083e-06,1.15428234106542e-05,1.39914891427931e-06,-9.83563372996748e-06,-1.3899042486295e-05,-5.26874781801864e-06,8.6470568273674e-06,-7.56840114148815e-06,1.22923465977373e-05,5.17010614002105e-06,7.13010536272149e-06,6.74669265820266e-06
1087516,3.55988479694568e-07,-2.68498354003006e-06,-5.39917045227518e-06,-2.737627203456e-06,-2.07548393538452e-06,4.15489016355744e-06,-2.47096922110317e-06,2.83401099565911e-06,-5.12647741084351e-06,-1.13578738816809e-05,-4.35554280407773e-06,-4.43348730798082e-06,-1.31949052344542e-06
1087763,3.80830352957592e-06,7.00432881864832e-06,5.49510027272429e-06,1.26628824016871e-06,-1.46068624978147e-05,-7.12089251065401e-07,-4.66455726562156e-06,6.52656712520324e-06,1.08979526667484e-05,-3.64720602559162e-06,6.35755496423211e-06,2.22370419954452e-06,3.45771097102182e-06
1089787,-1.73042946238345e-05,-1.24787129567094e-05,-6.58286343273469e-07,3.90859803424209e-06,-1.13000041065597e-06,-3.28925321274795e-06,-1.4156308069011e-05,3.46749466980725e-06,1.25142434435466e-07,2.94147041028718e-06,6.05071461016901e-06,7.09521784223056e-06,4.45639868793723e-07
1089927,1.10524918827883e-06,-5.51820545670236e-06,-7.44438316032569e-06,1.57733483543961e-05,4.26003762375089e-06,-1.55652234437075e-05,-4.62674225126333e-06,2.14057985956319e-06,1.38461778671847e-05,1.81171069012462e-06,2.64861645914277e-06,6.93866754342738e-06,1.43228927936713e-05
1095358,-2.97391216730287e-05,-3.81477026890448e-06,-1.43842084141022e-05,1.51033887126744e-05,9.98028289056389e-07,-1.51188388162257e-06,2.31290342998072e-06,-6.9824937901977e-07,-1.80301578913466e-06,1.18193913296205e-05,-9.92114308899438e-06,1.01770369932871e-05,4.96336398820602e-06
1095641,2.78981280438584e-05,8.64028263928966e-06,4.6621090035068e-06,2.35744500979443e-06,-1.84720387086389e-05,-5.19406847284963e-06,-1.17934350180319e-06,4.26240902024649e-06,2.12731424893498e-06,-8.60826409681744e-07,3.4822283837754e-06,4.14135486390434e-06,-2.45668322229325e-07
1096750,-1.80195338204235e-05,-1.22821073536241e-05,1.72327860340216e-06,-4.20805041498528e-06,6.25033532151906e-06,-1.030595193569e-06,-2.8052066648799e-06,1.3751046772402e-06,-1.21970553645291e-05,8.12005251074505e-08,-6.90425233550816e-06,-8.98226860027182e-07,3.27976458589279e-06
1097320,4.48001243165804e-05,-2.51506554912151e-06,-3.09131344580308e-06,6.55189199011411e-07,-3.55628843019321e-06,3.91620376463186e-07,5.39887106349935e-06,-1.74073226604837e-06,-1.98284471420262e-06,-1.72804985634925e-06,-4.72698293628658e-06,-3.71992604507043e-06,-7.38407776405759e-06
1099003,2.08983756893805e-05,-3.84305227866018e-06,-1.5708312043353e-05,4.96451881943892e-07,-5.07363507033633e-06,-2.42267877763123e-06,1.40801595130262e-06,7.84043345081196e-06,-6.68199779604663e-06,4.07326787123455e-06,-7.24728019060227e-07,-5.53437021382337e-06,-7.02347368937711e-06
1101061,3.24649934315538e-05,5.77788911669704e-06,-7.05986242789473e-06,-9.46810769326853e-06,-8.62768733718994e-06,-1.99685766532484e-06,3.68858926145246e-07,-7.51662133001372e-07,-4.72563718815928e-06,4.85322303897309e-06,-7.66184485224422e-07,1.94865851479733e-06,9.54671080416993e-06
1103224,-1.17343200761551e-05,-5.03259062931849e-06,-1.35293883871944e-05,-6.01814096902862e-06,-8.19692647280076e-06,4.54864296572912e-06,5.89640873501459e-06,-4.31441707034008e-07,2.11600174347376e-06,-8.51361135415846e-06,4.74618610341894e-06,-1.11530559168239e-06,2.87781934423615e-06
1105637,-2.52676963434919e-05,1.41676661730238e-05,1.69818590060666e-06,7.64220240010361e-06,1.79125739054699e-05,7.53033477080776e-06,-3.41760044869809e-06,-7.01459171785216e-06,-8.04380455362696e-06,-4.93476656828649e-06,-3.88582135646616e-06,8.17176182009076e-07,3.81976458226797e-06
1108227,1.26290376692166e-05,3.96879174978419e-06,5.95701492179023e-06,5.24405714982251e-07,-2.24789095565702e-06,5.34802215832618e-06,-5.65785154604244e-06,2.55075271778373e-06,-3.61378579148588e-07,4.75052977082136e-06,-1.82817955255378e-06,6.75753486146659e-06,-4.16345112214379e-06
1109104,-1.83798904488769e-05,3.39429970630086e-06,5.07287309001064e-06,1.23467237447839e-05,5.31321376571504e-06,1.84981154489088e-05,1.96493034574704e-06,1.75893316039496e-07,1.48066150866506e-05,1.92750512580163e-06,2.40621868653206e-06,8.59998872344994e-07,1.02077866965073e-07
1110656,2.22928051703481e-05,-6.14777062669304e-07,1.31279253840718e-06,2.19387009191032e-06,-7.72333300235973e-06,-4.29462356644403e-06,-1.43237467223974e-06,1.28874231538946e-05,-2.64136558930573e-06,4.68770097548012e-06,-2.10815865626525e-06,4.34138444742378e-06,1.03455681325675e-05
1110800,3.09808560729385e-05,4.90248847702615e-06,-4.88113787988804e-06,9.58517439793743e-06,-1.80253997888469e-05,-3.32471285739088e-06,9.30176859258119e-06,-1.89178507309124e-05,1.11529511224534e-05,-1.67897858157659e-06,-3.78330747887087e-06,-2.85175134610216e-06,2.03063225093328e-06
1119235,2.83379517833318e-05,6.74880044777118e-07,1.03575412405385e-06,-1.153392556466e-05,2.31419001154178e-06,-2.77122066441522e-07,-2.79800693555058e-06,-6.06486621536613e-06,3.78541240532987e-07,6.88126692457443e-06,-3.74177426843836e-06,-5.56213180932161e-06,-1.68907297030474e-06
1119553,-5.24702625690924e-06,-1.77048651566437e-07,4.85805312814942e-06,-5.28307444501709e-06,-7.97497483349497e-06,-4.18849861420241e-07,-6.4383524477668e-06,1.8438244888758e-06,-4.76735443478831e-06,2.67443390062624e-06,8.28573324531821e-06,-7.42131982355976e-06,3.29578532001263e-06
1119588,3.74637307738745e-05,1.83975503461693e-06,5.51463844837505e-06,-5.69376129974993e-06,-3.34810911140348e-06,-3.14282433951101e-07,2.05978128726491e-06,6.46025230224136e-06,-6.61639401892633e-06,3.99327025132144e-06,3.89935152127111e-07,2.13562734518553e-06,2.26718145426441e-06
1121006,9.16741569625259e-06,-7.07272678150088e-06,-1.32424314150019e-07,3.71725881273656e-06,-1.36847618849245e-05,3.89339691390773e-06,9.93592141980438e-07,1.07811742373947e-06,1.38177581967456e-05,-6.56011119513455e-07,8.84234027153437e-06,-2.53662930897898e-08,-1.05070255844881e-06
1125443,8.80633831490921e-06,-6.71212843399383e-06,-7.21012826236796e-06,-2.4426514544142e-06,-1.72851392304767e-05,-8.59728459559778e-06,-3.60037193820074e-07,8.59403587823257e-06,-2.45811416351036e-06,-1.04300178026895e-06,-2.90334210437296e-06,1.31721361790837e-06,4.26504615529561e-06
1125700,1.35293645891407e-05,-1.62412246824776e-07,-1.56817955421704e-06,4.98466256343777e-06,5.14058869033275e-06,7.18515629182971e-07,-5.91629384139725e-06,8.2363653599208e-06,9.35054591047829e-06,1.74589603225356e-06,1.21778974311956e-06,2.05233734087958e-06,-9.88662214644995e-07
1126034,-7.41489622476486e-05,-6.01556282161884e-06,-7.79320118450174e-06,-2.31152172502278e-06,5.25135410627831e-06,-1.54531288997501e-05,2.6678836772742e-06,1.02353181603627e-05,-3.06902268643037e-06,3.36814367013419e-06,5.91973988659689e-07,-1.23249828062577e-05,-1.23261234679511e-06
1131040,1.96706857884099e-05,4.08654414242932e-06,-2.1599516463206e-07,-6.23745006375651e-06,-4.96355633777076e-06,-1.22593111394489e-05,3.06388360480368e-06,-5.0180610728621e-06,-4.55539861479406e-06,-2.95078006851482e-06,4.42173949353962e-06,-2.96373528392048e-06,5.73686618797257e-06
1134097,-6.50230281179073e-05,-3.0108688103751e-06,-6.52613353697068e-06,1.24520214817724e-05,1.95325531069491e-05,4.03654283618509e-05,1.74720481774042e-05,-1.10414212037254e-05,1.78266138525548e-05,7.47757150319318e-06,2.26306331150998e-06,-5.05238288009104e-06,-7.61373246577629e-06
1137345,2.82652225103538e-05,2.86167722343199e-06,-3.53346083845786e-06,1.30693178097637e-05,4.81377823162877e-06,-2.98477412922184e-07,1.67860524192222e-06,4.50528098617193e-06,-5.35632431098938e-07,-6.83824154256596e-06,3.25026038759042e-06,5.14327313049615e-06,1.27259727862953e-05
1138075,3.98388635132988e-05,-4.94816435765021e-06,-9.86385620532458e-06,-5.6744478554653e-06,-5.9845706187423e-06,-3.77083229368559e-06,3.72735007303407e-06,1.07962511785222e-05,-7.39580351544018e-06,2.77795469495699e-06,-8.27441976604309e-07,2.33780601467731e-06,-1.14807935902568e-06
1139871,2.90207968879353e-05,3.98490522775542e-06,8.13415494021163e-06,1.4466854222118e-05,-1.40916184599781e-05,3.87176288470334e-06,-4.66093247052966e-06,7.09367336460262e-06,-2.46210923293232e-06,6.89985198607086e-06,-5.90488711138189e-06,-1.13266682524543e-06,2.93377012656135e-06
1146262,1.7490495125163e-05,-2.04347097304951e-06,3.42730617747484e-06,-2.34442027890612e-06,1.35022782292959e-05,-1.4722171369139e-06,-9.07970457167146e-06,6.20657191816946e-06,-6.91774892250527e-06,4.55894309063141e-06,7.22148138321524e-06,-2.55696046231953e-06,3.68518993581726e-06
1149693,8.13260411184206e-06,6.98313374879711e-06,6.7201108682851e-06,-1.01352595875435e-05,-5.86434451363999e-06,-5.58453419704963e-06,-8.35629933430462e-06,-4.13835686388499e-06,-2.46472709629964e-06,8.13597555046337e-06,-7.61152007438971e-07,-4.45704161743546e-06,-3.37708155821997e-06
1149920,-4.38372406680232e-06,9.32207571973169e-06,6.24559784576846e-06,-2.47466383135378e-06,-8.49458433520538e-06,-3.20424989782845e-07,-9.73100330027128e-06,1.15743240661038e-06,1.06437168745197e-05,3.8711572795468e-06,-2.35059631972665e-06,3.44649469872365e-08,-1.23867302797629e-05
1154110,2.61580784687876e-05,9.11674274809001e-07,9.39615262062018e-06,-7.52568713801623e-06,-1.68239010679437e-06,1.72055630231836e-06,2.75553341425552e-06,-8.67835120692524e-06,3.93049530248742e-06,6.39296261003354e-06,8.87734146829003e-07,-1.11290140261457e-05,1.4460067805023e-06
1154199,4.14171469257131e-06,-2.69128822830379e-06,-9.83235599450862e-07,-1.2726199739328e-05,2.3034561023366e-07,-5.59616799355165e-06,6.10147267285807e-06,1.68582470328417e-05,1.20411042200603e-06,-5.39938379536209e-06,1.55952752564553e-05,1.11656937826014e-06,7.3348742195652e-06
1157420,-0.000127460351953934,-7.74127263347944e-06,1.96288234930836e-05,-5.88706057435855e-06,-1.94112804896587e-06,3.67091844423261e-06,-1.64144511063173e-05,-2.25393373385124e-05,6.54206806829542e-06,-1.04537859295876e-05,8.16652643321744e-06,-4.67711824961601e-06,-1.78976740706905e-05
1157781,5.57399916327185e-05,-1.96965219423562e-06,-7.1469192975677e-06,-5.94534000609189e-06,-1.09299335432142e-05,-7.20997973643328e-06,2.22524580735402e-06,3.46920078993496e-06,-6.81785838503451e-06,1.13891850278763e-06,-6.01288178018939e-07,7.7482769254457e-06,5.72261733375036e-07
1160638,8.64572499944927e-06,-1.32978894033977e-05,4.44496947521157e-07,8.97037386247732e-06,1.03390380163645e-05,-5.71001531721828e-06,3.99107626498646e-06,-1.76531366654651e-06,1.13488710226805e-06,-9.56168967887322e-06,8.5947205166543e-07,3.74723174144001e-07,2.71779310072425e-06
1162608,-2.23597481010695e-05,8.79012555218327e-06,-7.91823698612534e-06,1.38281810674772e-05,-4.82890267366127e-06,1.34086152191032e-05,-4.3554169779871e-06,1.40650093058447e-06,1.73999746763719e-05,6.51980114141652e-06,3.31081697767243e-06,-1.49443876564471e-06,4.30045949892031e-06
1164041,2.62210607756291e-05,-9.96430512756236e-06,3.10259327534863e-06,-1.40629212063312e-06,5.39763266057509e-06,-1.30299462996916e-06,-1.10091328676631e-08,3.53993590985402e-06,-1.85392979914199e-06,4.19409152251146e-07,-3.86397059909371e-07,4.3266939198287e-06,1.8588485575329e-06
1164960,3.64008727146946e-05,-6.4060641805478e-06,3.40752383539121e-06,-6.20341733616485e-06,-3.68438094535068e-06,5.85874511628922e-07,-4.31734537831065e-06,-4.59241352873673e-06,-1.53691645863517e-06,7.26910798231151e-07,4.92085137024732e-07,-2.98062718192582e-06,9.89058560904353e-09
1165259,-5.1855972926316e-05,2.90855716844934e-06,-1.3786817450452e-05,1.54700358245094e-05,-6.62744293712724e-07,-2.31468915962826e-06,-1.27329465862525e-05,-1.51495064679689e-05,8.46096153090409e-06,5.11331193295468e-06,-1.1613763925978e-05,2.43626304923193e-06,-5.35593410348742e-06
1167746,3.25403011883549e-05,3.25499409397257e-06,6.2422150770133e-06,2.4971695011099e-06,-7.7351528910903e-06,4.83442123971871e-06,4.89738337226293e-07,6.25703843874239e-07,8.79543778514185e-06,-6.99975608699964e-06,2.38319879691928e-07,-2.91219674959565e-06,-7.25521660852759e-06
1177197,2.18344835635117e-05,-6.59027236160684e-06,7.03281007182172e-06,8.58205687102367e-07,-6.97724513332324e-06,-5.27562258640821e-06,-1.39521389794807e-09,2.36264581009197e-06,-4.03305851512046e-06,-2.57966369701286e-06,2.55843094624048e-06,2.21678354881297e-06,4.37269190044889e-06
1177753,-3.6076055493138e-06,5.77738816978712e-06,4.83850087980112e-06,1.90373582713611e-07,5.39006126862385e-06,4.03371650668123e-06,4.38260161312684e-06,-8.77762052177145e-06,5.81271896719588e-06,-2.99843403682216e-07,-9.22665541492082e-06,5.77226797478624e-06,-7.46224849386321e-06
1177993,3.8839457685332e-05,7.3826271574867e-06,3.79990086235681e-06,-1.06271163474277e-05,1.2621553186177e-06,-2.5756825750671e-06,-3.44688004865574e-06,-4.41697990132953e-06,-5.47569873176917e-06,-2.59302443019862e-07,5.43654813362124e-06,4.64191984073956e-06,-2.47881921228899e-06
1181850,4.58804794062267e-05,-2.56534348915791e-06,4.46703427863472e-06,-5.23842040750788e-07,-2.91226120134624e-06,-1.13826515159929e-06,-2.64537085300685e-06,5.47464778331615e-07,-8.85871784240291e-06,1.14871057903142e-05,-1.31681094245131e-06,1.99391813808047e-06,-3.62061763389863e-06
1182418,3.16486504281237e-05,2.04475739450837e-06,1.09149843164452e-05,-5.24217860590842e-06,-4.70802905290728e-06,-2.97489804423682e-06,7.45220488696188e-07,-5.38979618584879e-07,-2.11607788854744e-06,-1.91045013928471e-06,3.92352922427445e-06,-5.18201557847143e-06,2.34054532748576e-06
1183633,-4.80523297998232e-05,-2.23445279466083e-05,-2.62849483329968e-06,3.84843261381396e-06,2.35171157707819e-06,-8.90339067272648e-06,-6.20696405832135e-06,5.28341913268343e-06,2.45410763230496e-06,-8.53354274694304e-06,1.06862349489611e-05,-1.07615628766721e-05,1.15669219789005e-05
