reg_CC1,reg_CC2,reg_CC3,reg_CC4,reg_CC5,reg_CC6,reg_CC7,reg_CC8,reg_CC9,reg_CC10,reg_CC11,reg_CC12,reg_CC13,unreg_CC1,unreg_CC2,unreg_CC3,unreg_CC4,unreg_CC5,unreg_CC6,unreg_CC7,unreg_CC8,unreg_CC9,unreg_CC10,unreg_CC11,unreg_CC12,unreg_CC13
0.1571,0.23043,0.24462,0.23355,0.24061,0.22585,0.214,0.22414,0.20437,0.17623,0.18872,0.19437,0.17908,0.37728,0.3692,0.34374,0.33731,0.33402,0.30622,0.29372,0.28711,0.27089,0.26735,0.2597,0.23378,0.22133
0.15824,0.22522,0.19647,0.22939,0.21847,0.18936,0.21519,0.2394,0.18524,0.20452,0.17476,0.20176,0.19039,0.37713,0.36383,0.34809,0.34445,0.31558,0.30137,0.29817,0.29164,0.27743,0.25495,0.25371,0.23917,0.23443
0.27128,0.34071,0.28542,0.29782,0.27233,0.27144,0.26094,0.24736,0.26856,0.25364,0.26834,0.24093,0.21749,0.38535,0.35885,0.32999,0.32408,0.30463,0.29421,0.28231,0.27642,0.26592,0.25636,0.24397,0.23711,0.21724
0.33002,0.29712,0.30708,0.31286,0.2919,0.28489,0.27,0.26754,0.26825,0.25493,0.24302,0.23746,0.21529,0.3574,0.35078,0.34617,0.32708,0.31412,0.30627,0.29505,0.28235,0.27334,0.26911,0.25252,0.24775,0.22784
0.3544,0.34191,0.32534,0.30675,0.30027,0.27398,0.26613,0.25454,0.2423,0.23909,0.23107,0.22449,0.19155,0.37433,0.36122,0.34858,0.32789,0.31056,0.28792,0.27862,0.26634,0.25458,0.25245,0.24033,0.23269,0.2005
0.16433,0.22727,0.2336,0.23703,0.17867,0.19335,0.19846,0.18481,0.19215,0.16157,0.18992,0.19812,0.1716,0.39912,0.36427,0.33752,0.33141,0.31662,0.29936,0.29625,0.28328,0.26108,0.25831,0.24939,0.22823,0.2238
0.33006,0.30529,0.3061,0.29858,0.29438,0.29005,0.27183,0.2669,0.26281,0.28213,0.26941,0.25602,0.21323,0.37906,0.35466,0.32228,0.31708,0.30942,0.29526,0.28615,0.27365,0.26365,0.25482,0.25166,0.2333,0.20019
0.33858,0.33643,0.32824,0.29368,0.29462,0.27515,0.25863,0.26391,0.25646,0.23065,0.2235,0.20548,0.19799,0.36097,0.35379,0.34653,0.31573,0.30839,0.29018,0.27633,0.27147,0.26979,0.24356,0.23503,0.21451,0.20649
0.34284,0.28835,0.31953,0.32365,0.28119,0.24607,0.27985,0.25925,0.25997,0.2523,0.24712,0.23449,0.23301,0.39602,0.3728,0.34555,0.32073,0.3041,0.28816,0.28323,0.2755,0.26811,0.25683,0.24133,0.23689,0.22645
0.30987,0.32962,0.30497,0.30053,0.30479,0.28772,0.27473,0.25894,0.25466,0.24521,0.23938,0.22109,0.2106,0.37049,0.33775,0.32834,0.32493,0.30629,0.29672,0.29106,0.26759,0.26469,0.26203,0.23867,0.22753,0.21404
0.1654,0.22945,0.18874,0.20833,0.19802,0.21035,0.1869,0.18527,0.18902,0.19983,0.19451,0.17689,0.15527,0.38209,0.36719,0.33059,0.31288,0.30356,0.29998,0.28544,0.28382,0.27788,0.25821,0.25129,0.23533,0.21508
0.22432,0.26773,0.24121,0.26318,0.25351,0.20523,0.23319,0.238,0.23251,0.21615,0.21831,0.18793,0.19871,0.37936,0.34834,0.33679,0.32209,0.30851,0.30107,0.29693,0.28182,0.27269,0.26335,0.24742,0.23646,0.22028
0.15736,0.21907,0.17846,0.21159,0.21179,0.14604,0.23535,0.2026,0.17824,0.18944,0.16968,0.15817,0.17147,0.36715,0.35663,0.34467,0.32616,0.31647,0.30386,0.2992,0.27585,0.25758,0.25502,0.24432,0.22808,0.19788
0.3347,0.27406,0.30915,0.32275,0.27295,0.27495,0.26122,0.29017,0.24691,0.25589,0.27626,0.23808,0.23948,0.3678,0.35598,0.34729,0.33176,0.31154,0.30065,0.29139,0.28223,0.27278,0.25945,0.25333,0.24159,0.23151
0.34823,0.32112,0.3062,0.30004,0.28559,0.28433,0.27277,0.25721,0.24853,0.2355,0.23715,0.22177,0.19468,0.37174,0.34419,0.33195,0.31868,0.30082,0.29477,0.28978,0.26868,0.26455,0.24664,0.24517,0.23046,0.20502
0.19983,0.29196,0.25888,0.26607,0.23847,0.23285,0.23471,0.21518,0.24356,0.21415,0.21421,0.2066,0.18825,0.3718,0.35235,0.33265,0.33241,0.31235,0.30235,0.29605,0.28376,0.27953,0.26332,0.25475,0.23175,0.21117
0.21666,0.28583,0.25067,0.24362,0.24306,0.22318,0.23996,0.19055,0.19293,0.19239,0.20834,0.19935,0.18236,0.38793,0.36245,0.34881,0.32406,0.30512,0.28456,0.27927,0.27149,0.25876,0.24561,0.23294,0.22709,0.20657
0.25943,0.23535,0.25996,0.26233,0.25987,0.23567,0.21157,0.22814,0.1972,0.20905,0.19001,0.19328,0.1868,0.37182,0.342,0.33092,0.32044,0.30774,0.29191,0.28593,0.27501,0.2671,0.24398,0.24023,0.22605,0.222
0.37129,0.3582,0.34326,0.32877,0.31159,0.29226,0.28827,0.27375,0.26634,0.24965,0.2449,0.23402,0.21651,0.37196,0.35882,0.34388,0.32951,0.31271,0.29314,0.28873,0.27433,0.26687,0.25007,0.24523,0.23443,0.2169
0.33958,0.34802,0.32251,0.30813,0.29113,0.28819,0.26822,0.26445,0.24626,0.25016,0.23987,0.22662,0.20878,0.36991,0.35732,0.33801,0.32036,0.31139,0.30092,0.28549,0.26888,0.25799,0.25778,0.24823,0.23603,0.22066
0.27154,0.33183,0.29472,0.28956,0.26555,0.27253,0.27415,0.25967,0.25775,0.27922,0.23823,0.23756,0.21018,0.36987,0.35439,0.33929,0.32704,0.30874,0.30655,0.28029,0.27169,0.26306,0.25667,0.24065,0.2301,0.21434
