reg_CC1,reg_CC2,reg_CC3,reg_CC4,reg_CC5,reg_CC6,reg_CC7,reg_CC8,reg_CC9,reg_CC10,reg_CC11,reg_CC12,reg_CC13,unreg_CC1,unreg_CC2,unreg_CC3,unreg_CC4,unreg_CC5,unreg_CC6,unreg_CC7,unreg_CC8,unreg_CC9,unreg_CC10,unreg_CC11,unreg_CC12,unreg_CC13
0.25407,0.35763,0.39841,0.40374,0.36305,0.35965,0.38186,0.40026,0.32805,0.38233,0.38963,0.37647,0.39925,0.96584,0.96263,0.96034,0.95421,0.94922,0.94759,0.94353,0.94221,0.9363,0.93382,0.93318,0.92309,0.91963
0.94108,0.94625,0.94886,0.94201,0.95374,0.94569,0.93476,0.9462,0.94312,0.93649,0.94489,0.94259,0.93296,0.96204,0.95954,0.95642,0.95367,0.95155,0.94907,0.94362,0.94034,0.93636,0.93544,0.93156,0.92673,0.91538
0.57846,0.55637,0.55567,0.53592,0.56131,0.5472,0.5544,0.56194,0.528,0.53823,0.55699,0.5502,0.53258,0.96364,0.95917,0.95535,0.95345,0.95189,0.94951,0.94819,0.94405,0.93524,0.93456,0.93052,0.92719,0.92481
0.15849,0.26772,0.24554,0.3342,0.30875,0.29135,0.2902,0.29768,0.29296,0.32733,0.34946,0.29085,0.36857,0.96759,0.96211,0.95962,0.95514,0.95239,0.94872,0.94559,0.9424,0.93821,0.93568,0.92965,0.92345,0.92154
0.25392,0.36858,0.34538,0.38004,0.37411,0.38437,0.39897,0.36335,0.38763,0.37863,0.39522,0.35426,0.38214,0.96643,0.95828,0.9578,0.95647,0.95271,0.9518,0.9477,0.94424,0.94161,0.93233,0.92884,0.92653,0.92069
0.89963,0.89372,0.89132,0.89083,0.8851,0.8837,0.88124,0.8763,0.87304,0.87137,0.86522,0.8549,0.8487,0.9618,0.96019,0.95765,0.95474,0.95134,0.94837,0.94433,0.94192,0.93882,0.93716,0.93152,0.92558,0.92252
0.96396,0.95886,0.95839,0.95475,0.95217,0.95036,0.94894,0.94568,0.94379,0.94099,0.93123,0.92804,0.91815,0.96396,0.95886,0.95839,0.95475,0.95217,0.95036,0.94894,0.94568,0.94379,0.94099,0.93123,0.92804,0.91815
0.89283,0.87172,0.86493,0.88423,0.87699,0.88563,0.87573,0.87713,0.87967,0.87486,0.88083,0.87386,0.87366,0.96302,0.96118,0.95732,0.95514,0.95128,0.94916,0.94603,0.94235,0.93738,0.93569,0.93055,0.92428,0.91521
0.26365,0.35754,0.40824,0.37105,0.36426,0.36096,0.38166,0.38593,0.36291,0.36611,0.37066,0.40635,0.39353,0.96233,0.96136,0.95967,0.95524,0.95339,0.94992,0.9457,0.94247,0.94026,0.93903,0.93134,0.92545,0.92054
0.90433,0.8997,0.89273,0.88316,0.88533,0.88196,0.8785,0.87123,0.86951,0.86752,0.86323,0.85342,0.83983,0.96778,0.96302,0.95634,0.95506,0.95139,0.94787,0.94577,0.94449,0.93818,0.93537,0.93102,0.92497,0.9116
0.167,0.23494,0.30664,0.35557,0.38092,0.32424,0.36471,0.30274,0.31194,0.33551,0.32744,0.37167,0.33898,0.9666,0.96492,0.96177,0.95867,0.95307,0.9477,0.94381,0.94297,0.93919,0.93368,0.93045,0.92587,0.91744
0.94296,0.95372,0.94366,0.94173,0.94151,0.94617,0.94326,0.94538,0.9457,0.94736,0.93867,0.94864,0.93173,0.96644,0.96279,0.95977,0.95452,0.94913,0.94685,0.94464,0.9429,0.93797,0.93597,0.9321,0.9225,0.91854
0.57186,0.52962,0.55602,0.5199,0.52359,0.52688,0.55084,0.55012,0.52226,0.54379,0.54544,0.53908,0.52924,0.96532,0.961,0.95595,0.9553,0.95175,0.94905,0.94817,0.94099,0.93999,0.93551,0.93424,0.92761,0.92174
0.94905,0.94956,0.93688,0.95085,0.94174,0.9475,0.9322,0.94433,0.94583,0.93724,0.94855,0.95493,0.93683,0.96472,0.96025,0.95877,0.95539,0.95434,0.95159,0.9498,0.94403,0.9354,0.93119,0.93104,0.92461,0.91779
0.25842,0.37044,0.40793,0.35365,0.40927,0.38615,0.3734,0.37553,0.38062,0.41249,0.3904,0.37653,0.38266,0.96733,0.96075,0.95906,0.95406,0.95064,0.94789,0.93998,0.93721,0.93556,0.93279,0.92961,0.92579,0.92219
0.15369,0.22387,0.29488,0.3787,0.32706,0.32057,0.34171,0.33576,0.35247,0.35309,0.30541,0.36566,0.34347,0.96771,0.96079,0.96016,0.95585,0.95092,0.94952,0.94401,0.94337,0.94026,0.93808,0.93345,0.92667,0.92357
0.8641,0.88629,0.87061,0.87999,0.8799,0.88174,0.87566,0.88358,0.88721,0.86732,0.88343,0.88205,0.87252,0.96691,0.9616,0.96033,0.9573,0.95338,0.95264,0.95077,0.94207,0.94168,0.93329,0.93133,0.9243,0.91748
0.53387,0.512,0.56592,0.55517,0.5466,0.55611,0.55936,0.54545,0.54111,0.55084,0.55317,0.55272,0.54817,0.96283,0.96232,0.95835,0.95461,0.95221,0.94774,0.9466,0.945,0.94168,0.934,0.92977,0.92131,0.91803
0.72496,0.76309,0.75519,0.75397,0.74303,0.75912,0.74132,0.73879,0.72888,0.73465,0.74935,0.7479,0.73449,0.96231,0.96136,0.95587,0.95254,0.94787,0.94698,0.94305,0.93848,0.93635,0.9307,0.92904,0.92307,0.92277
0.58613,0.57694,0.55885,0.56082,0.57393,0.5673,0.55874,0.51774,0.55151,0.51481,0.55207,0.54558,0.53784,0.96846,0.96159,0.95806,0.95515,0.95393,0.95093,0.94722,0.94245,0.93949,0.93543,0.92971,0.92516,0.91851
0.16363,0.25424,0.29798,0.35527,0.34001,0.25881,0.33574,0.35024,0.39611,0.34178,0.33165,0.33746,0.33872,0.96794,0.96347,0.95851,0.95437,0.94926,0.94586,0.94356,0.94132,0.9389,0.93584,0.93261,0.92306,0.91919
0.25075,0.35913,0.41584,0.36969,0.37956,0.36084,0.42626,0.37696,0.37495,0.40327,0.34816,0.40878,0.40066,0.97123,0.96508,0.95525,0.95488,0.952,0.95079,0.94812,0.94636,0.93938,0.93836,0.9331,0.92678,0.92254
0.16373,0.22325,0.34952,0.39745,0.36412,0.34387,0.31705,0.34233,0.32473,0.35022,0.30362,0.35409,0.37167,0.96388,0.96207,0.95807,0.95678,0.95394,0.95271,0.94863,0.94534,0.94151,0.93845,0.92906,0.92823,0.92073
0.90218,0.90349,0.89269,0.8942,0.89082,0.88804,0.8865,0.87825,0.87426,0.87301,0.86959,0.86799,0.8497,0.96574,0.96048,0.95631,0.95445,0.95096,0.94873,0.94626,0.9423,0.93946,0.93759,0.93106,0.92929,0.92132
0.48556,0.56694,0.54917,0.55803,0.53621,0.54825,0.54745,0.53323,0.53857,0.53583,0.55075,0.5434,0.53614,0.96568,0.96263,0.96095,0.95445,0.95229,0.95004,0.94555,0.94353,0.93847,0.93681,0.93372,0.92892,0.92708
0.16375,0.28245,0.28838,0.29008,0.35242,0.30461,0.32985,0.33458,0.30306,0.3258,0.31652,0.36468,0.34444,0.96612,0.96317,0.96092,0.95775,0.95322,0.94928,0.94455,0.94111,0.93947,0.9361,0.92837,0.92262,0.91838
0.25241,0.37804,0.40285,0.3769,0.39008,0.39116,0.38985,0.39015,0.39427,0.40458,0.3477,0.41365,0.36621,0.97072,0.96133,0.959,0.9551,0.95086,0.9483,0.94704,0.94398,0.94153,0.93756,0.93289,0.93013,0.92113
0.79154,0.771,0.77022,0.76461,0.76558,0.76156,0.74808,0.75013,0.74661,0.73749,0.73604,0.71879,0.72673,0.96536,0.96324,0.96231,0.95768,0.95147,0.94748,0.94579,0.94276,0.94158,0.93309,0.93018,0.92598,0.92271
0.49056,0.56304,0.55029,0.55328,0.5421,0.53615,0.57056,0.5336,0.53109,0.54191,0.54569,0.53959,0.53975,0.96536,0.95965,0.95606,0.95325,0.94823,0.94748,0.94463,0.94164,0.93586,0.93396,0.92822,0.92757,0.91032
0.24308,0.38414,0.39715,0.38819,0.3631,0.37986,0.4027,0.3874,0.39432,0.39227,0.33201,0.39906,0.3701,0.96585,0.96326,0.95646,0.95614,0.95142,0.94944,0.94305,0.94128,0.93575,0.93387,0.92811,0.92334,0.91821
0.25284,0.34877,0.41229,0.38705,0.36772,0.39435,0.39327,0.39797,0.39731,0.40308,0.38863,0.3612,0.42076,0.96597,0.96252,0.96014,0.95823,0.95341,0.95007,0.94614,0.94455,0.94158,0.93963,0.93656,0.92945,0.92312
0.85321,0.88956,0.86928,0.87798,0.88415,0.87963,0.88267,0.88788,0.88579,0.87894,0.88592,0.88342,0.87463,0.96587,0.96381,0.95831,0.95645,0.9531,0.94959,0.94923,0.94806,0.9409,0.9348,0.93111,0.92708,0.92196
0.78212,0.77355,0.77275,0.76173,0.77335,0.74601,0.74716,0.74343,0.74271,0.73539,0.74023,0.72708,0.71722,0.96549,0.96276,0.95785,0.95387,0.95248,0.95108,0.94571,0.94255,0.9416,0.93627,0.92789,0.92526,0.91873
0.5886,0.58094,0.56646,0.56171,0.55968,0.53734,0.52676,0.53657,0.53255,0.53735,0.50252,0.54913,0.5299,0.96834,0.96578,0.96154,0.95561,0.95087,0.94738,0.94614,0.94339,0.93995,0.93587,0.9319,0.92631,0.92474
0.34557,0.30006,0.32856,0.41757,0.41429,0.38071,0.41201,0.39655,0.41099,0.39621,0.38851,0.42505,0.42816,0.96634,0.96436,0.95802,0.95553,0.95439,0.95182,0.94902,0.94628,0.94233,0.93693,0.93262,0.92617,0.91217
0.25095,0.37465,0.37501,0.39435,0.41369,0.36798,0.39387,0.41353,0.38326,0.38563,0.41311,0.36299,0.39855,0.96485,0.96337,0.96057,0.95556,0.95353,0.95059,0.94729,0.94441,0.94339,0.93746,0.93615,0.93123,0.92543
0.25712,0.38653,0.37583,0.40928,0.40697,0.38316,0.41362,0.38286,0.4162,0.38203,0.35835,0.38161,0.42277,0.96466,0.95864,0.95636,0.95545,0.95337,0.94957,0.94861,0.94571,0.94126,0.93605,0.93296,0.93163,0.92816
0.86567,0.88953,0.86931,0.87729,0.89105,0.87756,0.87594,0.87492,0.87763,0.87612,0.88523,0.8781,0.87481,0.96242,0.96001,0.95684,0.95089,0.94869,0.94749,0.94681,0.9459,0.93882,0.9361,0.93406,0.9327,0.92219
0.86536,0.88801,0.88042,0.88634,0.87443,0.8782,0.88307,0.87542,0.8706,0.8737,0.88577,0.87929,0.88169,0.9676,0.96287,0.95947,0.95359,0.95259,0.94917,0.94621,0.94264,0.93856,0.93283,0.92888,0.92702,0.91539
0.15604,0.21225,0.30022,0.33436,0.33732,0.36984,0.32897,0.36239,0.34714,0.38205,0.31159,0.34209,0.36962,0.96783,0.96348,0.9601,0.95431,0.95316,0.95065,0.94373,0.94059,0.93843,0.93653,0.93077,0.92822,0.92511
0.35178,0.25631,0.36251,0.38572,0.38696,0.41039,0.38634,0.41527,0.38265,0.39667,0.36827,0.38402,0.39248,0.96662,0.96245,0.9585,0.95245,0.95106,0.94929,0.94429,0.93915,0.93831,0.93621,0.93194,0.92472,0.91748
0.86432,0.89013,0.87731,0.87625,0.87945,0.88158,0.88069,0.8835,0.87891,0.86809,0.87767,0.87978,0.88134,0.96573,0.96309,0.95645,0.95469,0.9528,0.95186,0.94977,0.93975,0.93721,0.93476,0.93283,0.92485,0.91991
0.93583,0.95321,0.93848,0.93974,0.95348,0.94565,0.93624,0.94783,0.94134,0.93955,0.9447,0.9445,0.93667,0.96468,0.96015,0.95833,0.9545,0.94986,0.94597,0.94387,0.94052,0.93902,0.93485,0.92851,0.92301,0.91733
0.90285,0.90153,0.89923,0.89553,0.89153,0.88723,0.8806,0.87337,0.87262,0.86892,0.86149,0.85517,0.8467,0.96553,0.96001,0.95672,0.95538,0.95337,0.95103,0.9464,0.9397,0.93742,0.93246,0.93075,0.92711,0.91687
0.93434,0.94482,0.94261,0.94286,0.9426,0.95117,0.94036,0.94946,0.9381,0.93177,0.94155,0.93223,0.9421,0.96313,0.96132,0.95419,0.95357,0.95311,0.94685,0.94404,0.93802,0.93626,0.93128,0.9255,0.91806,0.91298
0.16065,0.23266,0.28867,0.27318,0.3189,0.36385,0.30821,0.3131,0.28913,0.33514,0.3078,0.3477,0.33409,0.96679,0.96173,0.9589,0.9547,0.95282,0.9497,0.94835,0.94509,0.93678,0.93472,0.93055,0.92219,0.91335
