1.09359646524819e-05,-2.1858513371299e-06,-5.9878299329996e-06,5.96738131822901e-08,2.44569809185711e-06,1.43708067890756e-08,-7.78718489667833e-06,-5.14247749506654e-07,6.54846625559779e-07,-6.53274292284652e-06,1.55113757730384e-06,-5.06462777134614e-06,-2.84590027106439e-07,1.0682735107396e-05,2.65684148068297e-06,1.40094888221786e-06,4.50995896045931e-06
3.37247693803605e-06,1.43941119510538e-06,-7.40856930284724e-07,-1.1480903669338e-06,-1.07251927252922e-05,7.83373244235187e-06,-1.05307529669324e-06,-6.58196410010728e-06,8.12827588531019e-06,2.41585224293641e-06,-7.46975343810669e-06,1.98171183482181e-06,-1.00076448149798e-05,-5.83177913847731e-06,-2.32807298029324e-07,-3.48473358609566e-06,-2.77634489789748e-06
-7.49035127067309e-06,2.61109366010374e-06,-9.94974414368818e-06,-4.44346838225147e-06,2.03546016510996e-06,3.37716936896134e-06,-1.09968708131038e-06,2.05834827838848e-06,7.76731350457268e-06,-3.39485740687777e-07,-1.85537928761053e-06,-1.20863239360961e-05,2.44433582135121e-06,-2.82437866194686e-06,-6.90126793483201e-06,-7.07365386424738e-07,-2.41562576073373e-06
-1.55006846474018e-06,1.13509730789586e-06,4.781979713789e-06,4.4738062869091e-06,3.22694244119675e-06,1.4339212226473e-06,7.374373662356e-06,2.81771881820206e-06,3.81137857412158e-06,1.04002839401979e-05,-1.53016293613641e-07,-7.56153246641902e-06,-9.58534175080821e-07,-8.35642302267431e-06,-4.00504444595333e-06,3.72053299608787e-06,1.84618796334528e-06
-1.23372072748352e-06,-9.59269360954597e-06,6.57869455340053e-06,1.13902975693595e-05,-9.39583350661448e-07,-3.15709629030222e-07,7.18198631244395e-06,-3.50189139710545e-06,1.91592951847058e-06,-6.95114115128499e-06,-7.87731598595559e-06,-1.00462128279268e-05,-3.69382448790271e-06,4.20521377525722e-07,-1.59149212615127e-06,-6.27563209455125e-06,9.47119603250539e-06
-1.07143129117427e-06,-5.60403896791803e-06,2.96107150366837e-06,5.42661059561991e-06,-4.69474922345619e-06,-3.32195643963795e-06,-2.17851673846521e-06,-1.01662870321488e-05,-4.8452096111506e-06,2.65595473766909e-06,9.45471712745715e-07,1.18416539203135e-05,-5.48573839464173e-07,-8.96896767271977e-07,3.94499822596836e-07,-3.39378909553008e-06,3.38984387623857e-06
2.68373393133697e-06,9.72939521775223e-07,-5.21592523785926e-06,-2.45418512268679e-06,-1.38835590022048e-06,-3.41655629140484e-06,7.53262400909742e-06,-2.18310527776745e-06,2.51748167792454e-06,2.76361301385829e-06,4.44390516014867e-06,-4.37634839665794e-06,-3.03309667253762e-06,-9.53349061860764e-06,6.55388513312149e-06,7.74098921236545e-07,-3.81894693772431e-06
8.77076068663021e-06,1.49421159760976e-06,3.55028594825873e-06,-4.33364460942507e-06,4.06910673053679e-07,1.58976706185846e-05,-1.73288754073166e-06,5.32353213398515e-06,-1.39039853775553e-05,8.37178121493187e-06,-6.04041816922883e-07,-5.06620738719265e-06,4.94014143731212e-07,-7.30309427231579e-07,-3.06369358206692e-06,-1.17411541407115e-05,3.58859761917458e-06
-1.25396537062894e-05,4.36235484511303e-06,-5.43937977704123e-06,4.80394119787923e-06,-1.76756346529742e-06,8.1366181692961e-07,2.78136226567329e-06,2.93591189260876e-06,-3.69921903330425e-06,1.06300875782285e-05,-5.63429221031727e-06,-2.38891638125375e-07,-1.02631278853551e-06,8.22953342306146e-06,3.21136421037367e-06,-4.67050947102087e-06,3.22536554139505e-06
-2.81544546949528e-06,-3.5054182886229e-06,3.86633364297974e-06,-2.72350703199954e-06,-1.39925112669064e-05,1.52678117539736e-06,-1.18822714293568e-05,1.17212488988022e-06,9.74911057616205e-07,5.41086420415556e-06,4.79825683469421e-06,-6.17612632053878e-06,-9.56116529535269e-06,8.14259646973834e-06,1.40939401804011e-06,-1.43596134082575e-06,-6.89192542016502e-06
-9.1834759593589e-07,-7.69879421747146e-06,-1.10808237670156e-06,9.50400304453559e-07,-1.10760908910579e-06,-4.81673660175795e-06,6.44319415291006e-06,3.52987540052621e-07,-1.40673869971695e-05,3.50646632199948e-06,-2.66438254856735e-06,3.224046676894e-06,1.98894053198343e-07,1.81951440740451e-06,7.05144698214072e-06,6.80887136510573e-06,-5.25605542716147e-06
-2.22346266951059e-07,9.20607322043007e-06,1.08406122108473e-05,-7.99231993480609e-06,-2.56960382480341e-06,-9.53777176292106e-07,1.20935503012863e-05,3.66771599497889e-06,2.52189267152424e-06,-5.66673310810492e-07,-3.99410260367441e-07,3.39573674997815e-06,-5.87426993875596e-06,9.61917117508015e-06,-8.26222184584504e-06,2.24761906000014e-06,2.99841517464362e-06
